Tweet_count,Username,Text,Created At,Retweets,Likes
130,Kameme TV,"""Moses Wetangula mekiraniire kirore na President Ruto kiria muingi wa Western ukugunika naguo thirikari-ini no nii ndetiria muingi wa Mt Kenya makauga ndi mukabira"" - DP Rigathi Gachagua https://t.co/7yzVC5QuyU",Mon Oct 07 18:51:08 +0000 2024,7,38
131,☠︎︎kⅈℼℊk⌰⍑⌰༒︎,"Rigathi Gachagua vs my Dad, don't they look alike? https://t.co/9pZZhzo7Nl",Mon Oct 07 17:37:47 +0000 2024,17,57
132,Evans Rutto Miloo🇰🇪,"Retweet if you believe what DP Rigathi Gachagua is saying is true.
Like if you don't https://t.co/6KxqwSkTkr",Mon Oct 07 16:55:18 +0000 2024,325,637
133,Kijana Ya Atwoli ( parody ),RIGATHI GACHAGUA HAS BEEN IMPEACHED BY THE PARLIAMENT !! https://t.co/H3Gfz0wdSv,Tue Oct 08 18:25:41 +0000 2024,20,150
134,PONSO PILATU,"Now morara has informed us that he has a mole in his circle then same time govt is pushing for Rigathi Gachagua to lender his Resignation letter ✉️ why are they doing this to us 

    #morarakebaso https://t.co/3DmXpqZH6L",Mon Oct 07 13:27:55 +0000 2024,7,57
135,Kijana Ya Atwoli ( parody ),Rigathi Gachagua has been a vibe though 🤣😂 https://t.co/MjMhQf0LYY,Mon Oct 07 14:56:16 +0000 2024,232,3039
136,"H.E. Rigathi Gachagua, EGH",I am saddened to receive news of the passing on of our eldest sister Leah Wangari Muriuki. Leah has  been our Mother and the family Matriarch; she has taken good care of the larger Gachagua Family after the death of our father and our two mothers. https://t.co/vmpwlTqxDU,Thu Jun 27 10:50:47 +0000 2024,803,9838
137,Citizen TV Kenya,“I want to give a word on behalf of our president that you are free to criticise his government without fear of reprisal from state agencies…” – Deputy President Rigathi Gachagua on 13/09/2022 https://t.co/FQZ6hindr2,Tue Jun 25 06:18:01 +0000 2024,7903,11597
138,Kenyans.co.ke,DP Rigathi Gachagua arrives in Parliament https://t.co/SRg3lUHPRW,Tue Oct 08 13:47:49 +0000 2024,304,3841
139,Omwamba 🇰🇪,Truthful Man DP Rigathi Gachagua has told Moses Wetang'ula is Seated at the National Assembly Courtesy of the Shareholding Agreement. Moses Wetangula is not Believing! https://t.co/D3PelI0d92,Tue Oct 08 15:31:46 +0000 2024,319,1723
140,Omwamba 🇰🇪,"Here's a list of of 44 members of the National Assembly who Voted NO against the impeachment motion for DP Rigathi Gachagua
1. Innocent Obiri
2. Mejjadonk Gathiru
3. James Gakuya
4. Julius Mawathe
5. Pamela Njoki
6. Oundo Ojiambo
7. Wakili Muriu
8. Martha Wangari
9. Gathoni https://t.co/G4pLKVz3L2",Wed Oct 09 05:32:47 +0000 2024,2,7
141,John Ngeru,"“ it is my personal belief that Rigathi Gachagua is a worse leader than William Ruto … what he stands for, his history with corruption “ Morara Kebaso 🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩 https://t.co/ddFzA7L3TA",Tue Oct 08 19:40:55 +0000 2024,120,311
142,Dadjokes🇰🇪™️,"*Rigathi Gachagua speaking in English*

Oscar Sudi: ""Kwani Riggy G haezi ongea kiKalenjin?"" https://t.co/m4WW5b95m6",Tue Oct 08 14:51:12 +0000 2024,67,310
143,The Chosen,Rigathi Gachagua after kutoka Parliament then akumbuke pia the wife huokota sadaka as part of their wealth. https://t.co/RWmcBmHXLO,Tue Oct 08 19:34:18 +0000 2024,8,93
144,Boniface Mwangi - Commentary,Buana DP Rigathi Gachagua has evidence on the papers! Evidence iko kwa kalatas! Government of shareholders. https://t.co/GndkSxxc3p,Tue Oct 08 05:32:46 +0000 2024,61,117
145,SHERIFF™️🤠,"After 281 MPs shamed themselves in Parliament Yesterday by kicking Rigathi Gachagua on his balls, it seem the newspaper editors had already penned their headlines which will sell like Njugu &amp; Mukombero in the streets today. Riggy G may be impeached but he will go down with honour https://t.co/oKQbUisaXr",Wed Oct 09 04:01:14 +0000 2024,19,41
146,"H.E. Rigathi Gachagua, EGH","I woke up early this morning to visit my Auntie Gladys Gathoni. 

As I walked to her home, which is 8 kilometers away with my wife Pastor Dorcas, it brought back memories of similar journeys I made to her home in the seventies to get yellow passion fruits. https://t.co/oT5zAreoKZ",Fri Apr 07 09:49:23 +0000 2023,627,6675
147,Njeri Wa Kirima,DP Rigathi Gachagua has officially arrived at the National Assembly Chambers. https://t.co/AqgNiA0Me9,Tue Oct 08 14:25:04 +0000 2024,1,26
148,KENYA GOSSIP HUB,"No way Rigathi Gachagua is playing a video of President William Ruto insulting George Kinoti 😂.

Asking the house why he was not brought to answer https://t.co/RRPCegBaeF",Tue Oct 08 15:24:55 +0000 2024,145,2077
149,Abdulahi Adan,"Speaker Amason Kingi who is fighting me, negotiated for the Senate speaker shares. He got his share. -- Rigathi Gachagua https://t.co/0YntukEoVw",Mon Oct 07 18:54:02 +0000 2024,811,3151
150,TechWicky,Oscar Sudi promised Rigathi Gachagua's impeachment in just two weeks—and he delivered. A significant political move that raises questions about the shifting power dynamics within Kenya’s leadership. https://t.co/RgrF8wGGIJ,Wed Oct 09 03:27:58 +0000 2024,5,34
151,TheStarKenya,"Deputy President Rigathi Gachagua has broken silence after members of the National Assembly impeached him on Tuesday night.

In posts he shared on his social media pages, Gachagua said it shall be well.

He went on to quote Bible verses from 1st Thessalonians and Jeremiah. One of https://t.co/2Gmi4FGdQK",Wed Oct 09 05:21:26 +0000 2024,4,11
152,Rang'ondi Snr.,"Supreme Court v Rigathi Gachagua.
The peanut head should follow.
Drain the swamp! https://t.co/tnOFRwcnz2",Wed Oct 09 02:13:56 +0000 2024,2,2
153,Gabriel Oguda,"Rigathi Gachagua's team were on the road when Oscar Sudi fired out a tweet announcing the two-week impeachment deadline. They told the driver to stop the car, packed in the middle of the road and tasked Githunguri MP Gathoni Wamuchomba to beat it till it sleeps. It's going down. https://t.co/FWaKWJAlkc",Sun Sep 22 14:08:45 +0000 2024,839,3686
154,Morara Alexis,Get your white or magic customized mug with your favorite picture /quote only at 700 WhatsAp 0718397521 Delivery Nairobi CBD Free Oscar Sudi Kimani Ichungwa Mathira Millie Odhiambo Faith Rigathi Gachagua The DP Riggy G Senate  #FreeMorara Ndindi Nyoro Didmus Barasa CHESS MASTER https://t.co/8S4wPWCA0V,Wed Oct 09 03:43:02 +0000 2024,5,5
155,Raila Odinga,Mr Rigathi Gachagua planning mayhem against protestors. https://t.co/0unlVsX8qF,Sun Mar 26 17:21:32 +0000 2023,2595,10703
156,Omwamba 🇰🇪,Deputy President Rigathi Gachagua shortly after Presenting his case to Member of Parliament. https://t.co/NGmejxEiGO,Tue Oct 08 17:03:31 +0000 2024,69,479
157,Saddique Shaban,Y'all need to remember that KDF deployment of 25 June 2024 pursuant to Article 241(3) (b) of the Constitution of Kenya is still active. KDF&amp; killer squads could return to the streets to contain protesters as Kenyan President William Ruto &amp; his deputy Rigathi #Gachagua fall out. https://t.co/eSnBEDyMkm,Sat Oct 05 19:13:16 +0000 2024,3,15
158,Adui,My parents pretending hawaskii Deputy President Rigathi Gachagua akisema vile alianzishia watoto companies.,Mon Oct 07 17:24:23 +0000 2024,2659,11095
159,EDGAR 🇰🇪,"If I send you this picture of Rigathi Gachagua please know that I mean;

I will fight for our love. https://t.co/M4asc4ZQcY",Tue Oct 08 15:52:22 +0000 2024,69,384
160,Radio Citizen,"Je, maoni yako ni yapi kuhusu yaliyojiri bungeni hio jana?

Unaunga mkono kung'atuliwa kwa Rigathi Gachagua?

#JamboKenya 
#RadioNumberOne 
@VincentAteya @MelodySinzore1 https://t.co/cofOHfgBHU",Wed Oct 09 02:58:58 +0000 2024,5,19
161,LANDLORD🇰🇪,"Gladys Shollei says that Rigathi Gachagua should be charged with treason for not stopping the people who were chanting ""Ruto Must Go"" in Githurai

😂😂😂😂🙆 https://t.co/FShsMNRvZs",Tue Oct 08 09:43:32 +0000 2024,42,235
162,KBC Channel1 News,"#GoodMorningKenya

After the National Assembly voted to impeach Deputy President Rigathi Gachagua, what are his chances in the Senate? 
@Victoroloo @NdegwaVivian @RayManyara @MMigwi
 
#KBCniYetu ^SM

📸 @smayira https://t.co/6OTcMmHIRN",Wed Oct 09 04:00:41 +0000 2024,2,5
163,Ja Macalder,"MIGUNA MIGUNA celebrating DP Rigathi Gachagua Impeachment 

President Putin UAE
#ImpeachRutoAndGachagua

Kalonzo Babu Owino Gachietha Kenyatta Nderitu  President William Ruto PO BOX Mathira Wanjigi Anne Waiguru Resignation ODM Mps Gachagua Abdul Diddy Crimea Beirut Thomas Tuchel https://t.co/L0sclNARzo",Mon Oct 07 11:30:44 +0000 2024,5,23
164,Swimming Pool builders Kenya🇰🇪,"As things seem to be splitting up between Rigathi Gachagua and William Ruto, don’t let cracks appear in your projects. For strong, lasting pool construction, hit us up! 0714855296 https://t.co/2YIjdioVrS",Wed Oct 09 02:22:41 +0000 2024,2,3
165,Uswahilini,Rigathi Gachagua is not shaking Gen Z allegation 🤓😂😂. How is he being watched by the same 200k people who used to come to Gen-Z X Spaces?? https://t.co/4ADXyhTS0b,Mon Oct 07 18:12:15 +0000 2024,1,22
166,Omwamba 🇰🇪,"Look at how they conducted a crisis meeting today ahead of Tomorrow's Anti Finance Demos.
It's Butita, Rigathi Gachagua, William Ruto, Kithure Kindiki, Moses Kuria and Murkomen for me. I hope they have enough lawyers. If you love this, Retweet.
Credits - The Crony 🫶 https://t.co/0YXtn50mdA",Mon Jun 24 19:29:46 +0000 2024,3616,10032
167,Gabriel Oguda,"Over there in Mt Kenya, Rigathi Gachagua ameamua kupanda mti ashuke na Ruto. Bwana someone hold me. https://t.co/OD5Yi6ugVQ",Sat Jun 15 18:48:59 +0000 2024,605,2566
168,Wamutahi,We all thought Mike Sonko was the king of video evidence. Booom! Enters Rigathi Gachagua &amp; Sonko looks like an amateur. https://t.co/8exNbuvvRT,Tue Oct 08 15:41:28 +0000 2024,104,469
169,Edwin Hinda,"DP Rigathi Gachagua ~Musalia Mudavadi and Moses Wetangula bargained for 30% of shares within the Kenya Kwanza government although they were supposed to give us 70% of the votes which they did not

Riggy G speaks https://t.co/SeZ6xjQQSC",Mon Oct 07 18:18:59 +0000 2024,2,13
170,Maverick Aoko,"I've sent Rigathi Gachagua my thoughts...

Number yake ndo hiyo 

I'm very angry tonight 

Thank you Kenyans. It seems we only have other https://t.co/lTiHB7Gdcm",Sun Oct 06 15:34:23 +0000 2024,1405,6560
171,Ms Ivy🌻,"Riggy G ""Rigathi Gachagua "" https://t.co/9p9FyLqxa5",Tue Oct 08 05:51:22 +0000 2024,410,1976
172,Maverick Aoko,"20th October is mashujaa day

Here is my Shujaa

Mr. Shudren! 

Murima, he's made me proud 

Anguka nao Rigathi Gachagua https://t.co/XCvTYXieEJ",Mon Oct 07 18:01:19 +0000 2024,1730,10610
173,𝐉!𝐌𝐌𝐘,Rigathi Gachagua tomorrow https://t.co/A7EyCb7dCy,Mon Oct 07 18:19:10 +0000 2024,307,2205
174,Kijana Ya Atwoli ( parody ),"Have you tried Nike Sb Chrome?

Available in stock from size 38 to 45

 Ksh 3500 only 

Whatsapp 0798542232 to order!!

DM @Nairob_sneakers

Rigathi Gachagua Happy Customer service week Anne Waiguru Riggy G Pack and Go https://t.co/Ajv5wKve4x",Mon Oct 07 16:54:55 +0000 2024,39,48
175,felloh,Rigathi Gachagua ameplant thaara kwa 12 acres of land https://t.co/xaLNG41MXQ,Mon Oct 07 17:32:06 +0000 2024,210,1050
176,"Cyprian, Is Nyakundi",Deputy President Rigathi Gachagua leads High School principals and teachers in a moment of silence to honour lives lost during anti-Finance Bill protests on Tuesday. https://t.co/0ERYoLCsUH,Wed Jun 26 12:51:22 +0000 2024,1959,6535
177,Kenyans.co.ke,"The deputy president, sometimes, is a very lonely man - Rigathi Gachagua https://t.co/usNjjnr05X",Mon Oct 07 16:54:54 +0000 2024,373,4407
178,DP 🇰🇪,Oscar Sudi forced Peter Salasya to say yes to the impeachment of Deputy President Rigathi Gachagua. https://t.co/d3orPg5YOq,Tue Oct 08 15:16:37 +0000 2024,178,1252
179,"H.E. Rigathi Gachagua, EGH","In the middle of my working tour of Nyeri County, I rushed to my farm and checked on my cows.  As rains continue pounding Nyeri County and other parts of the country, I assessed the progress of planting on my farm too. https://t.co/SmXvIirwMG",Wed Mar 29 16:18:09 +0000 2023,380,4924
180,MULEMBE™️,"""Uliona vile Rigathi Gachagua alijiexplain""

😂 https://t.co/WjykVhiD4G",Tue Oct 08 06:03:26 +0000 2024,104,163
181,Profesa J🇿🇦🇰🇪,"Can't wait for that fight between the two houses, 

Senate and National Assembly 

After the National Assembly impeaches Rigy G and then Senate decides not to impeach him 

Rigathi Gachagua #FreeMorara Aoko Amerix https://t.co/U1QFwWEGki",Tue Oct 08 12:35:12 +0000 2024,2,14
182,Radio Jambo,"“Nilipigigwa kura na wakenya milioni 7.2. Sina nia ya kujiuzulu. Nitapigana mpaka mwisho...” asema naibu wa rais Rigathi Gachagua aka Riggy G

#GidiNaGhostAsubuhi #KituoChaWakenya https://t.co/gQ4tTWIEZa",Tue Oct 08 05:31:33 +0000 2024,2,19
183,Kabillah,"Impeached.
Waking up to this sad story on the other end. Power is Temporary Tables can turn on you anytime. This MUST be a wake up call to whoever is in Power.
Rigathi Gachagua 
Mathira 
Aoko
Wakili 
Kimani Ichungwa 
Millie Odhiambo
Djibouti 
Sifuna https://t.co/pJbN6rzlI1",Wed Oct 09 03:11:18 +0000 2024,3,14
184,F.M,Rigathi Gachagua needs to have at least 23 senators to defeat the motion by Kibwezi West MP seeking to oust him from office. He currently commands support of 11 senators. Hapa mnaonaje? https://t.co/vlrqx9tIsx,Wed Oct 09 05:13:09 +0000 2024,1,4
185,NISHA WARIDI,"Fanyieni hii information kenye mnataka. How it is interpreted is upto you. 😇Nimeenda nikacheza na Chat GPT nikapata majibu nikaleta. Bado sijafanya ile assignment. I hope I am on the right side of History.

Rigathi Gachagua| Wamuchomba |Babu Owino| Aoko| Amerix| https://t.co/PDQ2MjYaXr",Tue Oct 08 14:42:48 +0000 2024,1,2
186,DP 🇰🇪,"Oscar Sudi was spotted earlier in Parliament mobilizing MPs to vote in favor of impeaching Deputy President Rigathi Gachagua.

M-PESA could be the tool for the impeachment. https://t.co/LnEfSE9OmS",Tue Oct 08 17:54:06 +0000 2024,5,28
187,kenya-1🇰🇪,"Some of crazy moments in clubs🧵👇👇
#RutoMustGo
Rigathi Gachagua Riggy g parliament senate https://t.co/buQRFXDmRw",Wed Oct 09 03:33:42 +0000 2024,3,6
188,InooroKe,"Magathiti: Ambunge mbunge-ini ya bururi kuhagura munini wa President Rigathi Gachagua.
Ni ihinda ria kumuramura magathiti tukihagaria na @nyoxxwakatta @muhiasmaina @Jeff_KuriaM 
#Hagaria #InooroFm https://t.co/sqfhsyYQQD",Wed Oct 09 03:35:30 +0000 2024,0,5
189,Allan Obare,"After Rigathi Gachagua graced their wedding, these two niggas voted yes to impeach Rigathi Gachagua in parliament. https://t.co/ztbMYsnyXq",Wed Oct 09 04:21:39 +0000 2024,1,10
190,Julie❣️,Why was Babu Owino and Ndindi Nyoro not in the Parliament in the impeachment motion against the Deputy President Rigathi Gachagua? https://t.co/MvUlKBijHU,Tue Oct 08 18:28:43 +0000 2024,0,27
191,Mpasho News,DP Rigathi Gachagua arrives at Parliament Buildings to defend himself against the impeachment motion https://t.co/s2shf6wydr,Tue Oct 08 14:06:34 +0000 2024,0,7
192,Maseke Lucas 🇰🇪,"Rigathi Gachagua with his family.

He has one wife and two children (sons) ONLY https://t.co/7H2kNL6luR",Tue Oct 08 10:47:17 +0000 2024,1,36
193,Dr. Baba Zuri,"281 Mps saved this country Kenya!

Rigathi Gachagua stands #Impeached https://t.co/RRJHxQo8Di",Wed Oct 09 05:12:29 +0000 2024,0,3
194,Dennis Katis,"Hon Mwengi Mutuse Profile. 

The man who will bring down DP Rigathi Gachagua.

He says you only need to believe that the DP has committed a crime. https://t.co/hHU5wGiWZ3",Tue Oct 08 07:34:24 +0000 2024,0,26
195,Coletta Aluda,"Dp Rigathi Gachagua arrives at parliament. 
#Dpstays https://t.co/jFixpsO3lx",Tue Oct 08 14:07:07 +0000 2024,3,31
196,MUTWIRI📍,Wachaneni na rigathi gachagua na mutuse mimi hapa chatgpt ata hainisaidii 😭😭 https://t.co/sItjBU5fez,Mon Oct 07 17:47:22 +0000 2024,6,14
197,MwalimuChizi,"@RealOmtatah Dear Rigathi Gachagua, tukisha #FormIEBC ni kuoga na kurudi soko! https://t.co/pNfENnGd3I",Wed Oct 09 05:11:58 +0000 2024,0,1
